delay,freq,condition,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,textbox.text,button.numClicks,button.timesOn,button.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,fixation_2.started,key_resp.started,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,beep.started,sound_1.started,sound_1.stopped,beep.stopped,response.started,text.started,textbox.started,button.started,response.stopped,trials.textbox.text,trials.button.numClicks,trials.button.timesOn,trials.button.timesOff,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
0.1,1000,exp,104,8,8,space,0.3860394,None,100,1,[3.018993299920112],[3.019002699991688],8,8,104,9,599.3469106,,599.3316942,599.3469106,600.3315897,600.3315897,600.3473313,600.7316208,space,0.3860394,None,600.7325507,0.0994015,0.4008543,601.1504205,601.1513671,601.1621829,601.1621829,601.1621829,604.181455,100,1,[3.018993299920112],[3.019002699991688],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.4,1000,exp,105,9,8,space,0.2965146,None,500,1,[2.93537660012953],[2.935386100085452],8,9,105,7,604.1974588,,604.1816782,604.1974588,605.1976331,605.1976331,605.1976331,605.4980983,space,0.2965146,None,605.4990564,0.4155475,0.7159493,606.2316159,606.2326384,606.2454494,606.2454494,606.2454494,609.1812348,500,1,[2.93537660012953],[2.935386100085452],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.7,1000,exp,106,10,8,space,0.8108408,None,300,1,[2.7841604999266565],[2.784168800106272],8,10,106,8,609.1967007,,609.1816251,609.1967007,610.1803409,610.1803409,610.1980215,610.9973634,space,0.8108408,None,610.9982571,0.6999918,0.999525,612.0085797,612.0100212,612.0296369,612.0296369,612.0296369,614.8140937,300,1,[2.7841604999266565],[2.784168800106272],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.4,1000,exp,107,11,8,space,0.6851925,None,500,1,[2.9195715999230742],[2.919581899885088],8,11,107,10,614.830461,,614.8143338,614.830461,615.8133103,615.8133103,615.8301135,616.5136221,space,0.6851925,None,616.5144745,0.3990352,0.699019,617.2282229,617.2290374,617.2449594,617.2449594,617.2449594,620.164889,500,1,[2.9195715999230742],[2.919581899885088],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.1,1000,exp,108,0,9,space,0.2987717,None,300,1,[4.184405399952084],[4.184413800016046],9,0,108,9,620.1803578,,620.1651653,620.1803578,621.1803552,621.1803552,621.1803552,621.481644,space,0.2987717,None,621.4827504,0.1153679,0.4151514,621.9086916,621.9099534,621.9286516,621.9286516,621.9286516,626.1133613,300,1,[4.184405399952084],[4.184413800016046],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.4,1000,exp,109,1,9,space,0.3341504,None,600,1,[2.352236600127071],[2.352244900073856],9,1,109,7,626.1302319,,626.1135713,626.1302319,627.1134072,627.1134072,627.1305002,627.464095,space,0.3341504,None,627.4650575,0.3991595,0.6992147,628.1793646,628.1808407,628.1953159,628.1953159,628.1953159,630.547845,600,1,[2.352236600127071],[2.352244900073856],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.7,1000,exp,110,2,9,space,0.5087005,None,400,1,[2.8361553999129683],[2.8361633999738842],9,2,110,8,630.5633148,,630.5480899,630.5633148,631.5467467,631.5467467,631.5631694,632.0639573,space,0.5087005,None,632.0648456,0.6999023,0.9998113,633.0795189,633.080506,633.0948795,633.0948795,633.0948795,635.9312923,400,1,[2.8361553999129683],[2.8361633999738842],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.1,1000,exp,111,3,9,space,0.4479747,None,300,1,[3.5855655998457223],[3.5855751999188215],9,3,111,6,635.9467244,,635.9315078,635.9467244,636.9466788,636.9466788,636.9466788,637.3982734,space,0.4479747,None,637.3995091,0.1150452,0.4149357,637.8292632,637.8302339,637.8445282,637.8445282,637.8445282,641.4303756,300,1,[3.5855655998457223],[3.5855751999188215],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.4,1000,exp,112,4,9,space,0.2745928,None,500,1,[2.8849043999798596],[2.8849120000377297],9,4,112,4,641.4464772,,641.4306084,641.4464772,642.4456641,642.4456641,642.4456641,642.7316095,space,0.2745928,None,642.7326368,0.4150118,0.7149905,643.4594789,643.4613383,643.478331,643.478331,643.478331,646.3634934,500,1,[2.8849043999798596],[2.8849120000377297],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.7,400,unexp,113,5,9,space,0.3306687,None,600,1,[2.602213399950415],[2.6022240999154747],9,5,113,2,646.3796763,,646.3637021,646.3796763,647.3629062,647.3629062,647.3810228,647.697284,space,0.3306687,None,647.6981657,0.6995235,1.0302164,648.7276321,648.7283437,648.7452905,648.7452905,648.7452905,651.3478115,600,1,[2.602213399950415],[2.6022240999154747],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.4,1000,exp,114,6,9,space,0.4415707,None,600,1,[2.653423799900338],[2.653433999978006],9,6,114,10,651.3632338,,651.348072,651.3632338,652.3628723,652.3628723,652.3628723,652.8136697,space,0.4415707,None,652.814542,0.3998917,0.6993074,653.5290021,653.5302604,653.5446372,653.5446372,653.5446372,656.1984699,600,1,[2.653423799900338],[2.653433999978006],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.7,1000,exp,115,7,9,space,0.4530285,None,700,1,[2.385803099954501],[2.385814500041306],9,7,115,5,656.2135697,,656.1987088,656.2135697,657.2119042,657.2119042,657.2283364,657.6800057,space,0.4530285,None,657.6809505,0.7000046,0.9996956,658.6993055,658.7002265,658.7113905,658.7113905,658.7113905,661.0975507,700,1,[2.385803099954501],[2.385814500041306],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.7,1000,exp,116,8,9,space,0.4042142,None,300,1,[2.384907400002703],[2.3849229000043124],9,8,116,11,661.1128793,,661.0978364,661.1128793,662.1136094,662.1136094,662.1136094,662.5298128,space,0.4042142,None,662.5306008,0.7003957,1.0309082,663.5608577,663.5614998,663.5782124,663.5782124,663.5782124,665.9635446,300,1,[2.384907400002703],[2.3849229000043124],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.1,400,unexp,117,9,9,space,0.2972542,None,200,1,[2.8690363001078367],[2.8690443001687527],9,9,117,0,665.9798952,,665.9639391,665.9798952,666.9626994,666.9626994,666.9793186,667.2636942,space,0.2972542,None,667.2645978,0.0990618,0.3985662,667.6800182,667.6806892,667.6939338,667.6939338,667.6939338,670.5632318,200,1,[2.8690363001078367],[2.8690443001687527],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.4,400,unexp,118,10,9,space,0.2702107,None,300,1,[2.8356230999343097],[2.83563210000284],9,10,118,1,670.5793983,,670.5634318,670.5793983,671.5625881,671.5625881,671.5800928,671.8471422,space,0.2702107,None,671.8481499,0.4152364,0.7156187,672.5820186,672.5829841,672.611006,672.611006,672.611006,675.4469915,300,1,[2.8356230999343097],[2.83563210000284],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.1,1000,exp,119,11,9,space,0.312064,None,200,1,[2.9351067000534385],[2.935117900138721],9,11,119,3,675.4622528,,675.4472179,675.4622528,676.4466134,676.4466134,676.4631475,676.7635759,space,0.312064,None,676.7645173,0.0996929,0.3988358,677.1785866,677.1795329,677.1941676,677.1941676,677.1941676,680.1295889,200,1,[2.9351067000534385],[2.935117900138721],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.7,1000,exp,120,0,10,space,0.3243919,None,400,1,[2.7692823000252247],[2.769298000028357],10,0,120,11,680.1459641,,680.1299009,680.1459641,681.129097,681.129097,681.1459383,681.4632208,space,0.3243919,None,681.4643398,0.6992632,0.9992876,682.476816,682.4778226,682.4942209,682.4942209,682.4942209,685.2639719,400,1,[2.7692823000252247],[2.769298000028357],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.7,1000,exp,121,1,10,space,0.3720727,None,500,1,[2.9687161999754608],[2.968726900173351],10,1,121,5,685.2789057,,685.2643278,685.2789057,686.2623055,686.2623055,686.2800204,686.6464616,space,0.3720727,None,686.6475152,0.6992177,0.9993858,687.6622927,687.6635864,687.6775124,687.6775124,687.6775124,690.6465753,500,1,[2.9687161999754608],[2.968726900173351],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.4,1000,exp,122,2,10,space,0.3714708,None,400,1,[5.133743099868298],[5.133753799833357],10,2,122,4,690.6626123,,690.6468176,690.6626123,691.662435,691.662435,691.662435,692.0465835,space,0.3714708,None,692.0476669,0.4166434,0.7478617,692.7946737,692.7958308,692.8116303,692.8116303,692.8116303,697.9457251,400,1,[5.133743099868298],[5.133753799833357],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.1,1000,exp,123,3,10,space,0.6301038,None,400,1,[9.618944399990141],[9.61895430018194],10,3,123,9,697.9618522,,697.9459658,697.9618522,698.9464121,698.9464121,698.9625777,699.5797394,space,0.6301038,None,699.5806532,0.0993606,0.3991174,699.9912592,699.9926738,700.0107246,700.0107246,700.0107246,709.629968,400,1,[9.618944399990141],[9.61895430018194],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.7,1000,exp,124,4,10,space,0.5998597,None,700,1,[2.185243899933994],[2.1852606998290867],10,4,124,8,709.6452971,,709.6302107,709.6452971,710.6451589,710.6451589,710.6451589,711.2464765,space,0.5998597,None,711.2475991,0.7156788,1.0158152,712.2813908,712.282471,712.3103721,712.3103721,712.3103721,714.496057,700,1,[2.185243899933994],[2.1852606998290867],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.1,1000,exp,125,5,10,space,0.4266258,None,300,1,[2.9683405000250787],[2.9683489000890404],10,5,125,6,714.5127702,,714.4964187,714.5127702,715.4954225,715.4954225,715.5125697,715.9292959,space,0.4266258,None,715.9302118,0.0990024,0.3998584,716.3398505,716.3415157,716.360299,716.360299,716.360299,719.3289215,300,1,[2.9683405000250787],[2.9683489000890404],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.1,400,unexp,126,6,10,space,0.519724,None,200,1,[3.518570499960333],[3.5185781000182033],10,6,126,0,719.3451338,,719.3291277,719.3451338,720.3285414,720.3285414,720.3455437,720.862453,space,0.519724,None,720.8635763,0.0998679,0.3995619,721.2802719,721.2812235,721.293337,721.293337,721.293337,724.8121634,200,1,[3.518570499960333],[3.5185781000182033],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.4,1000,exp,127,7,10,space,0.4122977,None,400,1,[2.6350849999580532],[2.635093499906361],10,7,127,7,724.8272102,,724.812384,724.8272102,725.8118764,725.8118764,725.8284265,726.2298287,space,0.4122977,None,726.2307449,0.3997812,0.6996794,726.9477927,726.9491864,726.9771594,726.9771594,726.9771594,729.6125673,400,1,[2.6350849999580532],[2.635093499906361],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.7,400,unexp,128,8,10,space,0.5099087,None,400,1,[2.567742699990049],[2.567752300063148],10,8,128,2,729.6283126,,729.6127692,729.6283126,730.61197,730.61197,730.6284488,731.1283213,space,0.5099087,None,731.1289726,0.7000713,0.9999268,732.1419988,732.1431785,732.1610168,732.1610168,732.1610168,734.7290489,400,1,[2.567742699990049],[2.567752300063148],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.4,400,unexp,129,9,10,space,0.5619372,None,500,1,[3.052847299957648],[3.0528579000383615],10,9,129,1,734.7451869,,734.7292891,734.7451869,735.7286681,735.7286681,735.7450162,736.2970796,space,0.5619372,None,736.2979887,0.414844,0.7152696,737.0304757,737.0316519,737.0429537,737.0429537,737.0429537,740.0965916,500,1,[3.052847299957648],[3.0528579000383615],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.4,1000,exp,130,10,10,space,0.5242435,None,300,1,[3.1688932001125067],[3.168902900069952],10,10,130,10,740.1111277,,740.0968934,740.1111277,741.11213,741.11213,741.11213,741.6446656,space,0.5242435,None,741.6453738,0.4015048,0.7006071,742.360837,742.3622531,742.3763981,742.3763981,742.3763981,745.545673,300,1,[3.1688932001125067],[3.168902900069952],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.1,1000,exp,131,11,10,space,0.512864,None,200,1,[2.468162499833852],[2.468170200008899],10,11,131,3,745.5615783,,745.5459049,745.5615783,746.5455467,746.5455467,746.5636225,747.0613059,space,0.512864,None,747.0619159,0.1018291,0.4018747,747.4794993,747.4807336,747.4929325,747.4929325,747.4929325,749.9613495,200,1,[2.468162499833852],[2.468170200008899],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.1,400,unexp,132,0,11,space,0.5807334,None,200,1,[2.634689599974081],[2.6346986999269575],11,0,132,0,749.9771027,,749.9615402,749.9771027,750.9614529,750.9614529,750.9780765,751.545866,space,0.5807334,None,751.5477032,0.115426,0.414662,751.9809195,751.9819087,751.9930918,751.9930918,751.9930918,754.6280823,200,1,[2.634689599974081],[2.6346986999269575],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.7,1000,exp,133,1,11,space,0.3774882,None,600,1,[2.3349363999441266],[2.33495149994269],11,1,133,5,754.6436661,,754.6283112,754.6436661,755.6272969,755.6272969,755.6437199,756.0124909,space,0.3774882,None,756.0135322,0.7157059,1.0150529,757.0399233,757.0414302,757.0598726,757.0598726,757.0598726,759.3952382,600,1,[2.3349363999441266],[2.33495149994269],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.1,1000,exp,134,2,11,space,0.4055956,None,100,1,[2.551772000035271],[2.5517798999790102],11,2,134,9,759.4117008,,759.3956121,759.4117008,760.3948489,760.3948489,760.4115046,760.8125221,space,0.4055956,None,760.8134089,0.0992566,0.4001822,761.2276704,761.2290381,761.2427284,761.2427284,761.2427284,763.7947638,100,1,[2.551772000035271],[2.5517798999790102],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.4,1000,exp,135,3,11,space,0.335722,None,500,1,[2.86927180015482],[2.869281900115311],11,3,135,7,763.8111407,,763.7949647,763.8111407,764.8099698,764.8099698,764.8099698,765.1622386,space,0.335722,None,765.16316,0.3992046,0.6992177,765.8775853,765.8789808,765.8926421,765.8926421,765.8926421,768.7622091,500,1,[2.86927180015482],[2.869281900115311],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.7,400,unexp,136,4,11,space,0.4133011,None,500,1,[2.0352791999466717],[2.035286499885842],11,4,136,2,768.7774025,,768.7624522,768.7774025,769.7787702,769.7787702,769.7787702,770.1946164,space,0.4133011,None,770.1955373,0.700287,1.0006157,771.2108139,771.2124253,771.2257038,771.2257038,771.2257038,773.2612135,500,1,[2.0352791999466717],[2.035286499885842],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.4,1000,exp,137,5,11,space,0.605888,None,400,1,[4.502256799954921],[4.50226500001736],11,5,137,10,773.2771537,,773.26141,773.2771537,774.278015,774.278015,774.278015,774.8955811,space,0.605888,None,774.8967815,0.4144678,0.7158644,775.6304126,775.6313431,775.642381,775.642381,775.642381,780.1449194,400,1,[4.502256799954921],[4.50226500001736],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.1,1000,exp,138,6,11,space,0.4702013,None,400,1,[34.10165940015577],[34.10167140001431],11,6,138,6,780.1613265,,780.1451495,780.1613265,781.1601188,781.1601188,781.1763776,781.6437479,space,0.4702013,None,781.6441661,0.1010667,0.4003139,782.0585065,782.0594577,782.0756825,782.0756825,782.0756825,816.1777738,400,1,[34.10165940015577],[34.10167140001431],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.4,1000,exp,139,7,11,space,0.3205239,None,500,1,[2.6519460999406874],[2.651953599881381],11,7,139,4,816.1934731,,816.1781682,816.1934731,817.1771907,817.1771907,817.1934839,817.5101511,space,0.3205239,None,817.5106619,0.4007291,0.7006704,818.2275922,818.2285084,818.2420151,818.2420151,818.2420151,820.8942144,500,1,[2.6519460999406874],[2.651953599881381],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.7,1000,exp,140,8,11,space,0.3797954,None,400,1,[9.301804300164804],[9.301818100037053],11,8,140,11,820.9105094,,820.8944222,820.9105094,821.9105322,821.9105322,821.9105322,822.2950719,space,0.3797954,None,822.2964613,0.7154726,1.0156163,823.3289079,823.329804,823.3418967,823.3418967,823.3418967,832.6440356,400,1,[9.301804300164804],[9.301818100037053],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.7,1000,exp,141,9,11,space,0.3118472,None,800,1,[2.3010696000419557],[2.301083500031382],11,9,141,8,832.6602621,,832.6442626,832.6602621,833.6434829,833.6434829,833.6600532,833.961577,space,0.3118472,None,833.9627241,0.6998531,1.030313,834.9920869,834.9931073,835.0098853,835.0098853,835.0098853,837.3113175,800,1,[2.3010696000419557],[2.301083500031382],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.4,400,unexp,142,10,11,space,0.7544032,None,300,1,[2.8686169998254627],[2.868623999878764],11,10,142,1,837.3271891,,837.3115799,837.3271891,838.3274781,838.3274781,838.3274781,839.0938345,space,0.7544032,None,839.0950515,0.3993977,0.7002767,839.8095303,839.8110401,839.8243635,839.8243635,839.8243635,842.6932681,300,1,[2.8686169998254627],[2.868623999878764],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.1,1000,exp,143,11,11,space,0.4192872,None,200,1,[2.301519500091672],[2.301528099924326],11,11,143,3,842.7090354,,842.6935097,842.7090354,843.6934605,843.6934605,843.7106523,844.126851,space,0.4192872,None,844.1275851,0.0999645,0.399927,844.539865,844.541315,844.5577192,844.5577192,844.5577192,846.8595105,200,1,[2.301519500091672],[2.301528099924326],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.7,1000,exp,144,0,12,space,0.2989287,None,700,1,[1.9846751999575645],[1.9846826000139117],12,0,144,5,846.875396,,846.8597213,846.875396,847.8605288,847.8605288,847.8765913,848.159783,space,0.2989287,None,848.1603179,0.7002437,1.0000844,849.169612,849.1704409,849.1917604,849.1917604,849.1917604,851.1766839,700,1,[1.9846751999575645],[1.9846826000139117],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.4,1000,exp,145,1,12,space,0.4013646,None,600,1,[2.702801999868825],[2.702811799943447],12,1,145,4,851.1922033,,851.1768832,851.1922033,852.1763042,852.1763042,852.1930356,852.5930193,space,0.4013646,None,852.5937925,0.4003767,0.6997114,853.3079267,853.3090492,853.3246704,853.3246704,853.3246704,856.0278155,600,1,[2.702801999868825],[2.702811799943447],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.7,1000,exp,146,2,12,space,0.4080258,None,900,1,[4.834837300004438],[4.834845999954268],12,2,146,11,856.042773,,856.0280617,856.042773,857.0431799,857.0431799,857.0431799,857.4588756,space,0.4080258,None,857.4593955,0.7014574,1.0011656,858.4791632,858.4801838,858.5084982,858.5084982,858.5084982,863.3436207,900,1,[4.834837300004438],[4.834845999954268],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.4,1000,exp,147,3,12,space,0.5998089,None,700,1,[3.7684772999491543],[3.7684869000222534],12,3,147,10,863.3601461,,863.3438194,863.3601461,864.343671,864.343671,864.3610148,864.9600534,space,0.5998089,None,864.9607077,0.4000335,0.6995052,865.6765286,865.6779497,865.6911564,865.6911564,865.6911564,869.4599168,700,1,[3.7684772999491543],[3.7684869000222534],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.1,1000,exp,148,4,12,space,0.4576744,None,300,1,[3.018218799959868],[3.018229400040582],12,4,148,3,869.4761262,,869.4601428,869.4761262,870.4596265,870.4596265,870.4762592,870.9271188,space,0.4576744,None,870.9281709,0.099189,0.3993486,871.3411539,871.3425386,871.3580967,871.3580967,871.3580967,874.3766882,300,1,[3.018218799959868],[3.018229400040582],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.1,1000,exp,149,5,12,space,0.3647005,None,200,1,[2.2845902000553906],[2.284597299993038],12,5,149,6,874.3924534,,874.3769086,874.3924534,875.377099,875.377099,875.3936128,875.7440741,space,0.3647005,None,875.744969,0.1153452,0.4152602,876.1692555,876.1701361,876.191085,876.191085,876.191085,878.4759878,200,1,[2.2845902000553906],[2.284597299993038],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.1,400,unexp,150,6,12,space,0.320731,None,400,1,[44.75050919991918],[44.75051849987358],12,6,150,0,878.4916285,,878.4761841,878.4916285,879.4766134,879.4766134,879.4923704,879.8098985,space,0.320731,None,879.8109828,0.0995719,0.3994033,880.2281398,880.2292065,880.2410943,880.2410943,880.2410943,924.9919458,400,1,[44.75050919991918],[44.75051849987358],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.4,400,unexp,151,7,12,space,0.2980039,None,300,1,[6.485500799957663],[6.485510200029239],12,7,151,1,925.0071778,,924.9921825,925.0071778,925.9918688,925.9918688,926.0085652,926.292244,space,0.2980039,None,926.2930741,0.3997386,0.6991069,927.0086492,927.0099732,927.0234791,927.0234791,927.0234791,933.5092608,300,1,[6.485500799957663],[6.485510200029239],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.7,1000,exp,152,8,12,space,0.476729,None,500,1,[3.018445200053975],[3.018457000143826],12,8,152,8,933.525066,,933.509503,933.525066,934.5083224,934.5083224,934.5252252,934.9910429,space,0.476729,None,934.9915703,0.7018666,1.0010055,936.0119199,936.0129164,936.0401145,936.0401145,936.0401145,939.0588578,500,1,[3.018445200053975],[3.018457000143826],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.7,400,unexp,153,9,12,space,0.3676318,None,700,1,[2.184839199995622],[2.1848484999500215],12,9,153,2,939.0748388,,939.05911,939.0748388,940.0586751,940.0586751,940.0750295,940.4426447,space,0.3676318,None,940.4436221,0.6991153,0.9997887,941.4603335,941.4613166,941.4731738,941.4731738,941.4731738,943.6582769,700,1,[2.184839199995622],[2.1848484999500215],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.1,1000,exp,154,10,12,space,0.4188826,None,300,1,[2.6340396001469344],[2.6340499001089483],12,10,154,9,943.6738876,,943.6584807,943.6738876,944.6582995,944.6582995,944.6751856,945.0926599,space,0.4188826,None,945.0935417,0.0990422,0.400284,945.5107721,945.5122008,945.5413213,945.5413213,945.5413213,948.1757057,300,1,[2.6340396001469344],[2.6340499001089483],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.4,1000,exp,155,11,12,space,0.2654478,None,600,1,[2.151635400019586],[2.1516453998629004],12,11,155,7,948.1921081,,948.1761049,948.1921081,949.1757084,949.1757084,949.1922735,949.4432899,space,0.2654478,None,949.4445008,0.3997566,0.7296047,950.1731235,950.1736619,950.1907262,950.1907262,950.1907262,952.3426761,600,1,[2.151635400019586],[2.1516453998629004],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.7,1000,exp,156,0,13,space,0.2718565,None,600,1,[1.8684668999630958],[1.8684826998505741],13,0,156,5,952.3573777,,952.3429281,952.3573777,953.3593563,953.3593563,953.3593563,953.642689,space,0.2718565,None,953.6436613,0.7141283,1.0168968,954.6702202,954.6717073,954.6901765,954.6901765,954.6901765,956.5590885,600,1,[1.8684668999630958],[1.8684826998505741],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.1,400,unexp,157,1,13,space,0.2735643,None,400,1,[2.8677394001279026],[2.8677478001918644],13,1,157,0,956.5741296,,956.5594147,956.5741296,957.5580533,957.5580533,957.5744021,957.8421733,space,0.2735643,None,957.8431056,0.0991732,0.3997851,958.2609366,958.2618576,958.2905652,958.2905652,958.2905652,961.1585936,400,1,[2.8677394001279026],[2.8677478001918644],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.7,400,unexp,158,2,13,space,0.3242896,None,500,1,[2.985056000063196],[2.985065400134772],13,2,158,2,961.1748358,,961.1588097,961.1748358,962.1581052,962.1581052,962.1749618,962.492096,space,0.3242896,None,962.4929931,0.699832,0.9994356,963.510351,963.5115767,963.5401204,963.5401204,963.5401204,966.5254778,500,1,[2.985056000063196],[2.985065400134772],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
