23.1427 	INFO 	Keyboard events cleared
23.1426 	EXP 	fixation: autoDraw = False
23.1426 	EXP 	text: autoDraw = True
23.5937 	EXP 	Device response: <KeyPress from None: t=23.5901444000192, value=r, duration=None>
23.5942 	EXP 	New trial (rep=5, index=0): <Trial 20 (0 in rep 5) data={'word': 'BLUE', 'font_colour': 'blue', 'con_lable': 'congruent', 'corr_resp': 'b', 'thisN': 20, 'thisTrialN': 0, 'thisRepN': 5}>
23.5989 	DATA 	Keypress: r
23.6091 	EXP 	fixation: autoDraw = False
23.6091 	EXP 	text: autoDraw = False
23.6091 	EXP 	text: foreColor = <psychopy.colors.Color: blue, alpha=1.0>
23.6091 	EXP 	text: height = np.float64(0.05)
23.6091 	EXP 	text: height = np.float64(0.05)
23.6091 	EXP 	text: height = np.float64(0.05)
23.6091 	EXP 	text: text = 'BLUE'
23.6091 	EXP 	fixation: autoDraw = True
23.6940 	EXP 	Device response: <KeyPress from None: t=23.5901444000192, value=r, duration=0.10313030006363988>
24.1099 	INFO 	Keyboard events cleared
24.1097 	EXP 	fixation: autoDraw = False
24.1097 	EXP 	text: autoDraw = True
24.5455 	DATA 	Keypress: b
24.5599 	EXP 	Device response: <KeyPress from None: t=24.544001000002027, value=b, duration=None>
24.5604 	EXP 	New trial (rep=5, index=1): <Trial 21 (1 in rep 5) data={'word': 'RED', 'font_colour': 'blue', 'con_lable': 'incongruent', 'corr_resp': 'b', 'thisN': 21, 'thisTrialN': 1, 'thisRepN': 5}>
24.5759 	EXP 	fixation: autoDraw = False
24.5759 	EXP 	text: autoDraw = False
24.5759 	EXP 	text: foreColor = <psychopy.colors.Color: blue, alpha=1.0>
24.5759 	EXP 	text: height = np.float64(0.05)
24.5759 	EXP 	text: height = np.float64(0.05)
24.5759 	EXP 	text: height = np.float64(0.05)
24.5759 	EXP 	text: text = 'RED'
24.5759 	EXP 	fixation: autoDraw = True
24.6603 	EXP 	Device response: <KeyPress from None: t=24.544001000002027, value=b, duration=0.11363850021734834>
25.0599 	INFO 	Keyboard events cleared
25.0597 	EXP 	fixation: autoDraw = False
25.0597 	EXP 	text: autoDraw = True
25.4129 	DATA 	Keypress: b
25.4268 	EXP 	Device response: <KeyPress from None: t=25.41129790013656, value=b, duration=None>
25.4274 	EXP 	New trial (rep=5, index=2): <Trial 22 (2 in rep 5) data={'word': 'BLUE', 'font_colour': 'red', 'con_lable': 'incongruent', 'corr_resp': 'r', 'thisN': 22, 'thisTrialN': 2, 'thisRepN': 5}>
25.4430 	EXP 	fixation: autoDraw = False
25.4430 	EXP 	text: autoDraw = False
25.4430 	EXP 	text: foreColor = <psychopy.colors.Color: red, alpha=1.0>
25.4430 	EXP 	text: height = np.float64(0.05)
25.4430 	EXP 	text: height = np.float64(0.05)
25.4430 	EXP 	text: height = np.float64(0.05)
25.4430 	EXP 	text: text = 'BLUE'
25.4430 	EXP 	fixation: autoDraw = True
25.5274 	EXP 	Device response: <KeyPress from None: t=25.41129790013656, value=b, duration=0.10706070018932223>
25.9264 	INFO 	Keyboard events cleared
25.9262 	EXP 	fixation: autoDraw = False
25.9262 	EXP 	text: autoDraw = True
26.2938 	EXP 	Device response: <KeyPress from None: t=26.283658599946648, value=r, duration=None>
26.2943 	EXP 	New trial (rep=5, index=3): <Trial 23 (3 in rep 5) data={'word': 'RED', 'font_colour': 'red', 'con_lable': 'congruent', 'corr_resp': 'r', 'thisN': 23, 'thisTrialN': 3, 'thisRepN': 5}>
26.2995 	DATA 	Keypress: r
26.3090 	EXP 	fixation: autoDraw = False
26.3090 	EXP 	text: autoDraw = False
26.3090 	EXP 	text: foreColor = <psychopy.colors.Color: red, alpha=1.0>
26.3090 	EXP 	text: height = np.float64(0.05)
26.3090 	EXP 	text: height = np.float64(0.05)
26.3090 	EXP 	text: height = np.float64(0.05)
26.3090 	EXP 	text: text = 'RED'
26.3090 	EXP 	fixation: autoDraw = True
26.4268 	EXP 	Device response: <KeyPress from None: t=26.283658599946648, value=r, duration=0.1267050001770258>
26.8098 	INFO 	Keyboard events cleared
26.8097 	EXP 	fixation: autoDraw = False
26.8097 	EXP 	text: autoDraw = True
27.1613 	EXP 	Device response: <KeyPress from None: t=27.160843499936163, value=r, duration=None>
27.1617 	EXP 	New trial (rep=6, index=0): <Trial 24 (0 in rep 6) data={'word': 'BLUE', 'font_colour': 'blue', 'con_lable': 'congruent', 'corr_resp': 'b', 'thisN': 24, 'thisTrialN': 0, 'thisRepN': 6}>
27.1662 	DATA 	Keypress: r
27.1756 	EXP 	fixation: autoDraw = False
27.1756 	EXP 	text: autoDraw = False
27.1756 	EXP 	text: foreColor = <psychopy.colors.Color: blue, alpha=1.0>
27.1756 	EXP 	text: height = np.float64(0.05)
27.1756 	EXP 	text: height = np.float64(0.05)
27.1756 	EXP 	text: height = np.float64(0.05)
27.1756 	EXP 	text: text = 'BLUE'
27.1756 	EXP 	fixation: autoDraw = True
